date,open,close,high,low,volume,amount,code
2014-10-13,5640.7,5664.76,5664.76,5567.17,117647711,126227337216.0,sz399303
2014-10-14,5656.26,5656.06,5707.65,5621.64,112919391,122320683008.0,sz399303
2014-10-15,5652.08,5669.42,5669.44,5595.33,107017318,114788151296.0,sz399303
2014-10-16,5640.3,5584.42,5690.2,5584.42,119194225,128782680064.0,sz399303
2014-10-17,5566.06,5501.34,5582.33,5398.84,117194995,122827386880.0,sz399303
2014-10-20,5506.88,5592.62,5592.81,5506.15,93092029,99634065408.0,sz399303
2014-10-21,5590.13,5554.13,5610.91,5545.93,99242550,102218919936.0,sz399303
2014-10-22,5549.07,5480.94,5573.4,5477.51,89688707,95885418496.0,sz399303
2014-10-23,5463.32,5385.91,5484.39,5357.21,91519322,95885545472.0,sz399303
2014-10-24,5383.76,5400.62,5433.0,5379.34,72940303,77645070336.0,sz399303
2014-10-27,5388.67,5453.45,5453.56,5360.99,71883133,77136195584.0,sz399303
2014-10-28,5464.03,5599.18,5599.26,5464.03,98973729,109941293056.0,sz399303
2014-10-29,5613.55,5680.43,5695.52,5613.55,133983862,145323507712.0,sz399303
2014-10-30,5679.24,5679.79,5710.08,5660.36,123853087,132281176064.0,sz399303
2014-10-31,5684.32,5657.88,5700.42,5610.94,113576525,118968995840.0,sz399303
2014-11-03,5661.62,5722.4,5722.49,5661.62,120347323,122477723648.0,sz399303
2014-11-04,5721.36,5695.03,5732.19,5672.3,114774085,118972596224.0,sz399303
2014-11-05,5689.54,5693.9,5704.09,5657.31,102170534,102945542144.0,sz399303
2014-11-06,5687.23,5742.56,5742.84,5664.75,93898414,102195048448.0,sz399303
2014-11-07,5747.71,5688.2,5769.06,5666.12,112290852,124351086592.0,sz399303
2014-11-10,5691.65,5711.76,5711.76,5666.75,97736932,105444306944.0,sz399303
2014-11-11,5716.25,5513.77,5716.6,5464.03,127344686,132878475264.0,sz399303
2014-11-12,5498.82,5594.55,5594.86,5487.43,79637901,85706641408.0,sz399303
2014-11-13,5592.37,5509.49,5592.37,5475.55,98425226,103836434432.0,sz399303
2014-11-14,5490.27,5494.42,5499.03,5450.77,71381629,75509567488.0,sz399303
2014-11-17,5498.67,5572.88,5588.12,5478.2,74952940,82187165696.0,sz399303
2014-11-18,5568.64,5597.7,5598.09,5565.9,71303583,78203027456.0,sz399303
2014-11-19,5594.48,5641.84,5648.94,5593.68,76806848,86965100544.0,sz399303
2014-11-20,5627.23,5640.47,5642.59,5614.16,71875789,80709398528.0,sz399303
2014-11-21,5636.86,5696.66,5696.66,5636.86,79406438,90616197120.0,sz399303
2014-11-24,5736.1,5746.01,5755.53,5710.58,112434575,121359593472.0,sz399303
2014-11-25,5746.86,5831.32,5831.37,5742.83,118242657,130399084544.0,sz399303
2014-11-26,5837.56,5869.55,5869.66,5817.61,124631398,139063377920.0,sz399303
2014-11-27,5879.69,5911.1,5911.13,5862.01,133036421,147236794368.0,sz399303
2014-11-28,5912.69,5912.69,5928.18,5858.65,136089336,155366842368.0,sz399303
2014-12-01,5912.24,5837.15,5912.24,5808.25,126149079,141770207232.0,sz399303
2014-12-02,5828.1,5889.18,5898.61,5826.21,111519918,125308878848.0,sz399303
2014-12-03,5894.9,5922.47,5922.51,5827.98,150696722,164353458176.0,sz399303
2014-12-04,5926.85,5991.47,5994.51,5920.38,152255598,168152539136.0,sz399303
2014-12-05,5993.73,5834.81,5993.73,5704.0,170673815,191744364544.0,sz399303
2014-12-08,5809.14,5829.52,5851.63,5764.89,148197043,168368992256.0,sz399303
2014-12-09,5814.88,5571.39,5814.88,5566.25,188056896,199843737600.0,sz399303
2014-12-10,5550.59,5746.49,5746.55,5527.3,122163162,131310706688.0,sz399303
2014-12-11,5741.71,5835.28,5835.52,5719.43,137040558,140684533760.0,sz399303
2014-12-12,5842.53,5904.58,5904.78,5835.82,128482609,133542813696.0,sz399303
2014-12-15,5889.89,6001.22,6004.9,5873.96,129536346,143568187392.0,sz399303
2014-12-16,6003.56,5982.9,6014.59,5943.96,124238029,134304243712.0,sz399303
2014-12-17,5968.89,5905.66,5968.89,5856.8,126288650,135857786880.0,sz399303
2014-12-18,5894.3,5890.8,5922.01,5882.84,103615734,115194798080.0,sz399303
2014-12-19,5880.57,5806.92,5880.57,5727.62,124515069,129541013504.0,sz399303
2014-12-22,5781.71,5517.38,5781.71,5496.26,142238093,139540774912.0,sz399303
2014-12-23,5486.7,5429.99,5535.3,5420.56,90081467,89719476224.0,sz399303
2014-12-24,5446.91,5549.33,5549.36,5446.91,84638630,87676309504.0,sz399303
2014-12-25,5560.11,5617.58,5617.58,5557.1,86950948,91579277312.0,sz399303
2014-12-26,5618.69,5635.85,5635.99,5599.95,96105196,98596429824.0,sz399303
2014-12-29,5629.57,5521.02,5629.57,5496.08,110510003,112354951168.0,sz399303
2014-12-30,5511.76,5422.5,5515.04,5411.71,91180710,95663652864.0,sz399303
2014-12-31,5420.17,5468.82,5468.94,5396.28,81449334,84091826176.0,sz399303
2015-01-05,5470.54,5501.43,5502.2,5414.89,109930132,107361300480.0,sz399303
2015-01-06,5479.37,5588.47,5588.73,5446.35,109693251,113561300992.0,sz399303
2015-01-07,5577.64,5587.7,5588.78,5544.05,92685363,96923439104.0,sz399303
2015-01-08,5582.12,5576.3,5611.13,5544.64,93016044,98149040128.0,sz399303
2015-01-09,5562.44,5540.17,5612.3,5540.17,85696346,93972221952.0,sz399303
2015-01-12,5513.23,5462.67,5513.23,5437.81,76817856,82039197696.0,sz399303
2015-01-13,5458.67,5547.88,5548.04,5458.59,67615406,81040343040.0,sz399303
2015-01-14,5545.4,5528.09,5549.87,5506.48,66656868,78538539008.0,sz399303
2015-01-15,5527.35,5562.04,5562.2,5527.35,64996739,74096394240.0,sz399303
2015-01-16,5565.82,5629.89,5629.89,5565.4,78452119,91464417280.0,sz399303
2015-01-19,5528.57,5499.8,5661.01,5436.64,108887670,124989464576.0,sz399303
2015-01-20,5517.39,5694.82,5694.87,5517.39,99084611,119856922624.0,sz399303
2015-01-21,5712.74,5814.02,5814.1,5712.74,120725780,144780754944.0,sz399303
2015-01-22,5821.55,5898.38,5898.48,5815.56,116978171,138671349760.0,sz399303
2015-01-23,5904.99,5849.45,5904.99,5830.19,111390426,132219301888.0,sz399303
2015-01-26,5851.16,5968.93,5969.15,5851.16,108906744,126153383936.0,sz399303
2015-01-27,5977.08,6013.91,6014.16,5918.4,124830820,145352790016.0,sz399303
2015-01-28,6003.17,5999.22,6044.32,5979.91,108216384,130130272256.0,sz399303
2015-01-29,5964.21,5971.26,5996.03,5940.33,98377044,111624929280.0,sz399303
2015-01-30,5973.43,5910.51,5995.98,5909.83,101296568,111950430208.0,sz399303
2015-02-02,5857.47,5895.83,5919.8,5825.79,84739720,96799268864.0,sz399303
2015-02-03,5904.03,5988.3,5991.31,5904.03,90100931,110250545152.0,sz399303
2015-02-04,5994.78,5978.52,6011.94,5972.57,92207951,112607260672.0,sz399303
2015-02-05,6009.78,5966.57,6033.43,5963.59,100221271,125980532736.0,sz399303
2015-02-06,5951.8,5858.02,5963.42,5838.55,87613156,106793947136.0,sz399303
2015-02-09,5843.45,5820.36,5868.71,5807.76,67823721,85025267712.0,sz399303
2015-02-10,5814.07,5877.64,5877.87,5809.21,59481444,73311232000.0,sz399303
2015-02-11,5883.53,5954.11,5954.29,5883.53,66576750,86468784128.0,sz399303
2015-02-12,5957.57,6011.19,6011.3,5957.57,74062807,96569372672.0,sz399303
2015-02-13,6034.77,6113.62,6121.01,6034.77,97266711,124666458112.0,sz399303
2015-02-16,6124.67,6234.0,6234.13,6124.67,98973361,128261431296.0,sz399303
2015-02-17,6248.81,6276.17,6276.17,6217.04,89362527,115731062784.0,sz399303
2015-02-25,6288.83,6268.04,6307.42,6251.74,90834609,116518223872.0,sz399303
2015-02-26,6265.87,6309.85,6309.92,6251.67,97984499,121079877632.0,sz399303
2015-02-27,6307.73,6386.64,6386.8,6303.68,111706278,138600226816.0,sz399303
2015-03-02,6419.29,6528.23,6528.43,6406.64,145812577,186352410624.0,sz399303
2015-03-03,6516.93,6510.08,6585.07,6489.55,150359199,191676940288.0,sz399303
2015-03-04,6508.0,6634.69,6634.8,6508.0,134494490,174343741440.0,sz399303
2015-03-05,6642.71,6684.45,6684.56,6612.99,144707297,190557302784.0,sz399303
2015-03-06,6685.8,6608.36,6700.88,6591.39,135055206,175115583488.0,sz399303
2015-03-09,6587.05,6706.69,6706.69,6559.26,123353923,157267079168.0,sz399303
2015-03-10,6708.53,6795.41,6804.74,6704.95,129856041,169874874368.0,sz399303
2015-03-11,6796.32,6797.97,6803.01,6770.16,133944745,175183749120.0,sz399303
2015-03-12,6796.01,6751.84,6812.78,6705.36,132625764,171755958272.0,sz399303
2015-03-13,6759.64,6854.07,6854.14,6759.64,114444027,149972471808.0,sz399303
2015-03-16,6895.11,7070.29,7070.6,6895.11,170989873,228795129856.0,sz399303
2015-03-17,7103.73,7166.6,7189.96,7076.99,200372547,267130073088.0,sz399303
2015-03-18,7171.23,7306.22,7306.36,7156.83,194979983,258203320320.0,sz399303
2015-03-19,7306.08,7365.36,7365.8,7262.34,201328466,262814359552.0,sz399303
2015-03-20,7367.88,7454.36,7462.33,7367.88,180605601,249336188928.0,sz399303
2015-03-23,7492.97,7657.95,7657.95,7492.97,206281510,292364537856.0,sz399303
2015-03-24,7683.82,7719.56,7724.11,7439.7,244254221,351782985728.0,sz399303
2015-03-25,7718.64,7834.62,7869.96,7665.83,208592847,315635515392.0,sz399303
2015-03-26,7802.83,7723.89,7859.75,7652.99,198009687,310685319168.0,sz399303
2015-03-27,7707.37,7814.92,7815.88,7704.4,156820168,235411095552.0,sz399303
2015-03-30,7824.58,7842.96,7859.16,7798.12,189486792,276140236800.0,sz399303
2015-03-31,7859.99,7879.33,7943.83,7803.62,189639288,280574201856.0,sz399303
2015-04-01,7876.88,8079.3,8079.94,7876.88,177658852,277460582400.0,sz399303
2015-04-02,8115.08,8286.62,8286.88,8115.08,208237427,321550831616.0,sz399303
2015-04-03,8259.67,8471.86,8472.08,8222.19,214496220,334621597696.0,sz399303
2015-04-07,8509.88,8654.53,8654.98,8509.88,221359263,352829890560.0,sz399303
2015-04-08,8681.25,8567.78,8684.67,8387.64,228931185,369608429568.0,sz399303
2015-04-09,8562.16,8490.95,8562.16,8158.87,213035044,339704201216.0,sz399303
2015-04-10,8452.71,8719.73,8732.03,8415.61,188765079,306212491264.0,sz399303
2015-04-13,8766.4,8932.28,8951.39,8750.12,220105920,357013856256.0,sz399303
2015-04-14,8950.23,8953.02,9038.53,8878.31,219159665,356160372736.0,sz399303
2015-04-15,8923.67,8629.11,8923.67,8604.41,196231670,314957430784.0,sz399303
2015-04-16,8512.19,8709.34,8805.55,8399.87,167877389,266193608704.0,sz399303
2015-04-17,8764.55,8732.82,8814.63,8688.94,197779848,310861631488.0,sz399303
2015-04-20,8699.83,8530.51,8741.51,8501.18,219907453,333717524480.0,sz399303
2015-04-21,8530.03,8851.99,8852.2,8530.03,180566346,280128512000.0,sz399303
2015-04-22,8925.02,9131.04,9131.34,8925.02,220334679,349714063360.0,sz399303
2015-04-23,9170.06,9241.09,9283.92,9123.03,229811886,372743266304.0,sz399303
2015-04-24,9142.38,9260.02,9281.99,9071.02,210228152,345389649920.0,sz399303
2015-04-27,9325.01,9309.05,9399.31,9227.62,212798543,354606608384.0,sz399303
2015-04-28,9308.72,9011.62,9308.91,8924.86,202603528,326995537920.0,sz399303
2015-04-29,8981.3,9224.68,9225.72,8957.55,160102377,262211280896.0,sz399303
2015-04-30,9261.58,9293.82,9383.92,9261.58,169761395,289284243456.0,sz399303
2015-05-04,9316.67,9379.78,9380.47,9214.96,159166221,262763974656.0,sz399303
2015-05-05,9384.89,9136.27,9387.66,9088.19,177626842,285038383104.0,sz399303
2015-05-06,9155.13,9071.2,9336.51,9017.96,159785226,268198133760.0,sz399303
2015-05-07,9039.52,8916.99,9073.03,8896.78,136769047,223558217728.0,sz399303
2015-05-08,9009.88,9320.57,9320.87,9009.88,152316948,265982611456.0,sz399303
2015-05-11,9444.12,9754.94,9755.21,9414.56,192712397,347880787968.0,sz399303
2015-05-12,9832.74,9995.3,9995.51,9776.06,211246802,387077152768.0,sz399303
2015-05-13,9940.74,10091.5,10182.09,9844.48,209983693,384272953344.0,sz399303
2015-05-14,10123.39,10190.16,10223.55,10081.08,206153935,374594428928.0,sz399303
2015-05-15,10159.74,10181.64,10264.14,10000.42,194457759,352630808576.0,sz399303
2015-05-18,10188.26,10466.86,10476.92,10179.89,190006377,358910156800.0,sz399303
2015-05-19,10539.58,10762.63,10763.45,10489.47,206504561,389420187648.0,sz399303
2015-05-20,10841.83,11041.81,11199.8,10841.83,243288722,461581529088.0,sz399303
2015-05-21,11123.53,11453.62,11453.7,11123.53,235039132,458282622976.0,sz399303
2015-05-22,11640.89,11586.61,11703.22,11313.9,282893983,552265236480.0,sz399303
2015-05-25,11461.4,11795.06,11806.46,11366.32,280691228,536273739776.0,sz399303
2015-05-26,11869.19,12253.21,12253.87,11869.19,288014597,558488903680.0,sz399303
2015-05-27,12331.61,12457.54,12496.84,12055.72,283081866,573407551488.0,sz399303
2015-05-28,12483.81,11805.99,12683.66,11801.63,310391683,627017900032.0,sz399303
2015-05-29,11759.26,11990.43,12179.89,11247.5,261945935,523573121024.0,sz399303
2015-06-01,12108.55,12604.08,12604.15,12108.55,234034442,483781279744.0,sz399303
2015-06-02,12715.38,13161.05,13161.48,12686.93,266507359,562525007872.0,sz399303
2015-06-03,13259.08,13261.65,13330.93,12872.58,279568602,598007545856.0,sz399303
2015-06-04,13247.38,13187.29,13304.72,12435.2,258601572,551117033472.0,sz399303
2015-06-05,13364.52,13363.1,13486.05,13074.03,284116733,606425141248.0,sz399303
2015-06-08,13346.13,13084.12,13346.13,12952.47,271576550,567766855680.0,sz399303
2015-06-09,13020.44,13089.23,13170.12,12900.39,215404995,455674077184.0,sz399303
2015-06-10,13025.65,13406.47,13520.6,12899.51,222370020,482096349184.0,sz399303
2015-06-11,13417.21,13696.23,13696.77,13413.55,225018680,495343411200.0,sz399303
2015-06-12,13755.68,13947.04,14011.45,13750.65,251501972,561272258560.0,sz399303
2015-06-15,13983.56,13716.43,14015.45,13670.55,254720635,566587551744.0,sz399303
2015-06-16,13528.64,13141.41,13528.64,13035.97,217156969,473740300288.0,sz399303
2015-06-17,13099.46,13411.17,13442.54,12654.12,199879089,429643186176.0,sz399303
2015-06-18,13396.57,13007.93,13507.07,12976.71,192691172,414897176576.0,sz399303
2015-06-19,12664.77,12179.63,12760.1,12148.83,168177999,341814763520.0,sz399303
2015-06-23,12106.41,12132.8,12251.05,11392.3,178321925,342668337152.0,sz399303
2015-06-24,12252.47,12395.78,12438.45,12040.94,190513103,384158109696.0,sz399303
2015-06-25,12437.06,11928.05,12442.64,11771.17,200464873,406072410112.0,sz399303
2015-06-26,11513.37,10996.9,11513.37,10975.33,168032927,303868198912.0,sz399303
2015-06-29,11164.48,10230.13,11169.88,10141.52,201920333,331458818048.0,sz399303
2015-06-30,9873.47,10610.55,10629.98,9495.15,246517883,400444624896.0,sz399303
2015-07-01,10497.4,10026.12,10823.8,9986.04,208220311,364923437056.0,sz399303
2015-07-02,9905.89,9369.52,9959.59,9328.45,183154778,277836894208.0,sz399303
2015-07-03,8956.44,8788.58,9375.95,8720.63,176061197,242648207360.0,sz399303
2015-07-06,9309.75,8351.11,9309.75,8243.5,219285796,283850256384.0,sz399303
2015-07-07,8028.54,7880.19,8032.17,7879.06,84364180,87370104832.0,sz399303
2015-07-08,7603.67,7673.48,7692.33,7601.53,108854039,125324963840.0,sz399303
2015-07-09,7525.98,7901.9,7902.57,7525.98,141325025,145480663040.0,sz399303
2015-07-10,8026.6,8163.55,8164.97,8020.21,90342950,112151068672.0,sz399303
2015-07-13,8442.17,8545.66,8549.46,8395.74,148050780,202052493312.0,sz399303
2015-07-14,8774.97,8798.72,8960.94,8715.6,200094349,278388506624.0,sz399303
2015-07-15,8858.12,8442.02,8858.12,8418.44,231475182,301463941120.0,sz399303
2015-07-16,8171.35,8529.45,8703.45,8027.05,219404449,285947760640.0,sz399303
2015-07-17,8565.69,8966.23,9012.2,8565.69,201156009,276920389632.0,sz399303
2015-07-20,9041.73,9211.28,9299.55,8979.26,242256445,357301886976.0,sz399303
2015-07-21,9145.41,9427.11,9484.62,9060.2,223579814,335644733440.0,sz399303
2015-07-22,9449.53,9571.35,9605.99,9307.5,239634611,365944774656.0,sz399303
2015-07-23,9592.99,9867.85,9894.83,9561.01,252492116,394404425728.0,sz399303
2015-07-24,9893.12,9779.19,10063.89,9695.77,275305052,445482655744.0,sz399303
2015-07-27,9591.04,9132.09,9873.56,9128.87,242466616,387965026304.0,sz399303
2015-07-28,8610.64,8757.91,9168.07,8520.84,241130051,342425120768.0,sz399303
2015-07-29,8891.89,9157.97,9157.97,8534.7,207990843,309292564480.0,sz399303
2015-07-30,9113.32,8916.51,9324.54,8884.65,218901706,332863197184.0,sz399303
2015-07-31,8753.65,8708.59,8957.31,8583.85,159259487,235585187840.0,sz399303
2015-08-03,8580.26,8272.57,8613.97,8202.95,154522322,210707206144.0,sz399303
2015-08-04,8267.41,8754.65,8754.69,8267.41,177530560,248176984064.0,sz399303
2015-08-05,8766.58,8728.9,8929.97,8636.76,198073354,288907845632.0,sz399303
2015-08-06,8540.15,8714.51,8799.85,8516.99,145886758,213045780480.0,sz399303
2015-08-07,8788.92,9032.66,9032.75,8788.92,185477627,278886232064.0,sz399303
2015-08-10,9138.02,9475.1,9522.45,9120.23,229444168,352468598784.0,sz399303
2015-08-11,9492.48,9565.57,9687.66,9454.74,254083136,395283169280.0,sz399303
2015-08-12,9472.59,9451.14,9632.63,9445.2,215263224,335788408832.0,sz399303
2015-08-13,9398.12,9714.15,9714.32,9347.27,219413839,339370299392.0,sz399303
2015-08-14,9791.87,9807.35,9908.18,9726.62,248052298,393611083776.0,sz399303
2015-08-17,9776.99,9986.51,9986.53,9706.59,245596874,387120533504.0,sz399303
2015-08-18,9997.09,9304.22,10015.64,9276.04,280345216,438858633216.0,sz399303
2015-08-19,8964.22,9521.97,9579.73,8764.76,245857224,367402516480.0,sz399303
2015-08-20,9417.93,9214.65,9584.91,9212.95,208482148,323554922496.0,sz399303
2015-08-21,9023.51,8716.57,9128.4,8678.28,178565491,263118102528.0,sz399303
2015-08-24,8319.64,8065.44,8357.48,8062.99,116752038,149036564480.0,sz399303
2015-08-25,7497.1,7492.82,7667.06,7484.24,126201078,148784726016.0,sz399303
2015-08-26,7456.89,7204.42,7694.52,7118.07,214548524,251023024128.0,sz399303
2015-08-27,7315.13,7426.65,7427.38,7048.72,175336768,205029945344.0,sz399303
2015-08-28,7532.67,7856.83,7856.86,7491.51,200867715,247326015488.0,sz399303
2015-08-31,7811.57,7562.63,7811.57,7561.88,169292360,212714401792.0,sz399303
2015-09-01,7468.67,7096.46,7468.67,7090.72,143711529,160941510656.0,sz399303
2015-09-02,6764.33,6826.75,7246.93,6747.18,150576041,166215426048.0,sz399303
2015-09-07,6917.75,6947.96,7118.79,6886.22,139240929,159542665216.0,sz399303
2015-09-08,6908.28,7267.83,7274.3,6869.49,133997199,153670709248.0,sz399303
2015-09-09,7318.08,7550.64,7562.63,7303.57,203530048,249881280512.0,sz399303
2015-09-10,7429.8,7444.94,7584.35,7400.91,159435057,195821019136.0,sz399303
2015-09-11,7424.19,7529.4,7553.38,7398.77,138317834,171177701376.0,sz399303
2015-09-14,7568.53,7024.72,7589.19,7004.04,170557015,200408371200.0,sz399303
2015-09-15,6807.44,6672.82,6952.26,6648.17,139137853,148253876224.0,sz399303
2015-09-16,6686.36,7103.67,7123.63,6680.42,163416100,180852957184.0,sz399303
2015-09-17,7094.25,7002.11,7316.7,7002.02,190861356,225586974720.0,sz399303
2015-09-18,7038.54,7101.76,7138.02,6955.76,132018767,158483275776.0,sz399303
2015-09-21,7005.88,7359.76,7362.57,6984.3,154192479,188572123136.0,sz399303
2015-09-22,7373.9,7405.96,7482.89,7297.7,181604567,223908720640.0,sz399303
2015-09-23,7273.93,7351.36,7435.07,7260.42,162380216,202007511040.0,sz399303
2015-09-24,7371.31,7454.04,7464.19,7348.99,160981583,201682468864.0,sz399303
2015-09-25,7410.0,7189.81,7460.04,7138.78,160655135,194648186880.0,sz399303
2015-09-28,7184.58,7357.24,7357.71,7096.89,116933627,146464890880.0,sz399303
2015-09-29,7231.76,7249.4,7340.39,7196.79,120589059,153676685312.0,sz399303
2015-09-30,7274.39,7261.78,7312.45,7188.75,106561987,132802134016.0,sz399303
2015-10-08,7464.55,7546.03,7583.42,7412.69,159069271,196862603264.0,sz399303
2015-10-09,7531.66,7664.31,7692.36,7515.37,171698655,215132459008.0,sz399303
2015-10-12,7703.02,7982.17,8035.07,7703.02,235160381,302540451840.0,sz399303
2015-10-13,7918.71,8099.62,8116.41,7894.43,213521444,279717076992.0,sz399303
2015-10-14,8064.7,7996.1,8126.46,7979.02,214655818,285692084224.0,sz399303
2015-10-15,7945.19,8242.76,8242.86,7945.19,221954860,296323956736.0,sz399303
2015-10-16,8299.04,8364.81,8369.71,8178.12,254278625,344441655296.0,sz399303
2015-10-19,8386.73,8371.53,8434.12,8256.66,249254495,344069386240.0,sz399303
2015-10-20,8358.67,8535.71,8535.71,8331.84,229864881,324631408640.0,sz399303
2015-10-21,8533.39,8010.9,8577.47,7985.19,289121108,401404403712.0,sz399303
2015-10-22,7986.45,8329.6,8335.38,7986.45,227720294,322809360384.0,sz399303
2015-10-23,8395.05,8604.9,8633.51,8374.11,255471457,376253063168.0,sz399303
2015-10-26,8705.43,8681.75,8747.44,8546.96,271647852,404183703552.0,sz399303
2015-10-27,8604.37,8744.93,8791.12,8325.1,247127982,361614192640.0,sz399303
2015-10-28,8672.76,8554.81,8802.55,8516.84,225989860,336455630848.0,sz399303
2015-10-29,8610.35,8636.97,8724.13,8500.15,194379610,285446049792.0,sz399303
2015-10-30,8614.05,8617.06,8736.14,8477.86,201108449,303525507072.0,sz399303
2015-11-02,8399.69,8400.47,8650.23,8376.6,184408681,269118758912.0,sz399303
2015-11-03,8415.51,8393.78,8480.28,8311.83,156328097,231188791296.0,sz399303
2015-11-04,8434.44,8810.89,8810.89,8434.44,228342103,335918649344.0,sz399303
2015-11-05,8828.63,8803.91,8922.42,8718.07,266492411,387208364032.0,sz399303
2015-11-06,8808.55,9028.25,9035.87,8808.55,240502502,357826424832.0,sz399303
2015-11-09,8974.36,9193.95,9231.52,8895.63,266908081,407500886016.0,sz399303
2015-11-10,9152.96,9284.27,9322.67,9129.07,254929459,397552132096.0,sz399303
2015-11-11,9286.12,9474.16,9478.7,9262.73,245809019,394581217280.0,sz399303
2015-11-12,9505.44,9528.76,9605.53,9386.23,263354368,433883877376.0,sz399303
2015-11-13,9425.28,9342.91,9496.26,9234.32,246515917,401160499200.0,sz399303
2015-11-16,9162.52,9587.29,9587.65,9155.51,204169702,329291358208.0,sz399303
2015-11-17,9685.24,9525.15,9743.19,9499.44,267244500,436177338368.0,sz399303
2015-11-18,9532.32,9373.41,9608.75,9350.44,209207150,329902641152.0,sz399303
2015-11-19,9396.94,9654.07,9654.14,9388.37,194072886,314348834816.0,sz399303
2015-11-20,9693.93,9858.25,9881.95,9690.5,241551869,400471703552.0,sz399303
2015-11-23,9881.99,9803.31,9982.1,9761.85,265877765,425220034560.0,sz399303
2015-11-24,9788.34,9927.23,9927.23,9690.7,201849692,328718548992.0,sz399303
2015-11-25,9934.23,10160.95,10166.69,9931.58,230811003,395500326912.0,sz399303
2015-11-26,10204.08,10129.84,10265.81,10103.05,244928847,424712552448.0,sz399303
2015-11-27,10070.92,9516.22,10137.46,9440.25,256839677,424652185600.0,sz399303
2015-11-30,9514.09,9596.47,9633.14,9034.06,232225226,374673543168.0,sz399303
2015-12-01,9583.55,9575.34,9710.56,9458.93,198286748,325163462656.0,sz399303
2015-12-02,9545.11,9437.97,9569.19,9136.89,176351680,284101844992.0,sz399303
2015-12-03,9444.34,9704.89,9705.47,9444.34,168988518,274438131712.0,sz399303
2015-12-04,9680.04,9724.13,9817.51,9636.21,193394721,315748868096.0,sz399303
2015-12-07,9743.78,9875.68,9876.29,9684.46,181739492,303102394368.0,sz399303
2015-12-08,9829.44,9718.03,9858.07,9668.2,192066314,324075966464.0,sz399303
2015-12-09,9665.88,9689.43,9757.13,9607.85,165178811,286385111040.0,sz399303
2015-12-10,9675.52,9669.1,9781.93,9644.05,160684649,283266572288.0,sz399303
2015-12-11,9637.12,9577.02,9667.22,9550.03,144254121,250620354560.0,sz399303
2015-12-14,9482.09,9728.34,9728.48,9469.16,142066266,239875919872.0,sz399303
2015-12-15,9740.52,9893.0,9917.11,9740.52,152018319,262275485696.0,sz399303
2015-12-16,9927.41,9986.79,10050.99,9927.41,161297321,286175395840.0,sz399303
2015-12-17,10039.35,10280.59,10280.6,10039.35,212851103,371511226368.0,sz399303
2015-12-18,10283.11,10262.56,10331.35,10187.9,204573120,365426741248.0,sz399303
2015-12-21,10236.02,10331.11,10339.15,10223.78,189822221,326025666560.0,sz399303
2015-12-22,10349.11,10431.63,10432.19,10287.95,185521441,317491392512.0,sz399303
2015-12-23,10435.43,10285.49,10451.25,10259.14,199340065,347156664320.0,sz399303
2015-12-24,10252.18,10289.12,10310.57,10075.21,157762593,272718766080.0,sz399303
2015-12-25,10303.39,10400.11,10419.6,10303.39,150451899,264682192896.0,sz399303
2015-12-28,10432.15,10198.16,10507.69,10198.05,198723418,347165392896.0,sz399303
2015-12-29,10180.39,10317.19,10317.19,10091.45,152838108,268331634688.0,sz399303
2015-12-30,10336.07,10459.25,10462.48,10321.84,163805366,294486233088.0,sz399303
2015-12-31,10463.59,10289.03,10486.78,10289.03,156404570,278586658816.0,sz399303
2016-01-04,10262.42,9421.41,10264.14,9421.39,133388385,227509215232.0,sz399303
2016-01-05,8884.75,9188.4,9399.74,8845.11,196393815,315402629120.0,sz399303
2016-01-06,9234.18,9451.86,9452.33,9153.25,164811930,274435686400.0,sz399303
2016-01-07,9271.9,8643.92,9271.9,8638.19,45888389,69559300096.0,sz399303
2016-01-08,8835.51,8702.73,8916.75,8226.25,184394619,280729853952.0,sz399303
2016-01-11,8495.0,8061.72,8591.59,8058.58,167821340,235670548480.0,sz399303
2016-01-12,8021.91,8036.7,8149.72,7839.27,141332365,202563014656.0,sz399303
2016-01-13,8072.89,7717.73,8158.28,7717.55,133959649,192679596032.0,sz399303
2016-01-14,7444.4,8003.61,8020.76,7432.64,145741156,201706696704.0,sz399303
2016-01-15,7936.34,7718.65,8037.36,7669.76,140153679,202195824640.0,sz399303
2016-01-18,7550.31,7902.04,7993.15,7542.25,126400238,184563761152.0,sz399303
2016-01-19,7877.35,8219.71,8229.58,7862.1,149005199,221939965952.0,sz399303
2016-01-20,8161.75,8175.08,8306.09,8093.57,151379617,230380085248.0,sz399303
2016-01-21,8026.13,7823.74,8250.27,7823.62,139735025,210761003008.0,sz399303
2016-01-22,7905.62,7952.38,7986.1,7677.17,120245302,177650880512.0,sz399303
2016-01-25,8021.17,8068.03,8128.97,7968.99,117750904,178360225792.0,sz399303
2016-01-26,7969.23,7469.33,7984.68,7451.67,143824013,206018285568.0,sz399303
2016-01-27,7482.84,7372.43,7501.57,6995.71,147685394,197128179712.0,sz399303
2016-01-28,7258.26,7027.64,7348.03,6998.61,116566948,156858404864.0,sz399303
2016-01-29,6986.18,7283.95,7352.97,6956.91,122987848,162473934848.0,sz399303
2016-02-01,7256.96,7186.52,7324.04,7069.73,108622377,148133453824.0,sz399303
2016-02-02,7187.37,7459.11,7473.63,7187.37,118764068,163583758336.0,sz399303
2016-02-03,7369.7,7511.81,7543.74,7318.28,114372844,156234166272.0,sz399303
